COURSE_CODE, CREDITS, SEMESTERS, TA,GROUPCODE,TACODE,PASSWORD
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
5350,1.5,1,1,12345,54321,110
